基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
兴业多策略混合,000963,3.67亿元（2020-09-30）,-2.18%,8.03%,11.31%,31.23%,60.59%,101.70%,冯烜,2年又358天,61.62%,5年又111天
汇添富科技创新混合A,007355,7.29亿元（2020-09-30）,13.38%,26.53%,25.87%,71.22%,--,120.19%,马翔/刘江,1年又250天,120.19%,4年又306天/5年又208天
景顺长城资源垄断混合,162607,26.32亿元（2020-09-30）,0.13%,8.02%,6.80%,38.60%,72.51%,767.93%,韩文强,255天,31.36%,1年又93天
中信证券臻选回报混合A,900022,--亿元（--）,11.24%,--,--,--,--,14.21%,张燕珍,87天,14.21%,327天
融通健康产业灵活配置混合C,009274,1.38亿元（2020-09-30）,-5.88%,-7.86%,-5.38%,--,--,31.71%,万民远,272天,31.71%,4年又138天
融通医疗保健行业混合C,009275,2.00亿元（2020-09-30）,14.49%,14.76%,21.92%,--,--,66.76%,蒋秀蕾,272天,66.76%,6年又354天
中银证券科创3年封闭混合,501095,9.96亿元（2020-09-30）,1.67%,6.81%,0.24%,--,--,20.19%,阳桦/吴文钊,304天,20.19%,1年又143天/2年又46天
中信卓越成长两年持有混合A,900010,30.00亿元（2020-09-30）,7.21%,20.92%,26.58%,--,--,39.60%,张晓亮,223天,39.60%,223天
英大领先回报混合发起式,000458,0.47亿元（2020-09-30）,5.43%,11.75%,2.02%,35.87%,38.01%,131.99%,郑中华,1年又47天,46.42%,1年又303天
同泰慧择混合A,008050,0.25亿元（2020-09-30）,7.99%,14.63%,17.71%,28.06%,--,28.94%,沈莉,1年又52天,28.94%,1年又52天
兴业聚宝灵活配置混合,002330,3.95亿元（2020-09-30）,-1.64%,6.28%,8.48%,21.10%,49.82%,62.40%,张诗悦/冯烜,6天,1.18%,6天/5年又111天
华宝红利精选混合C,010841,--亿元（--）,-2.32%,--,--,--,--,-3.58%,张奇,39天,-3.58%,221天
兴银大健康,001730,0.49亿元（2020-09-30）,3.62%,7.50%,-1.01%,40.21%,17.38%,17.50%,张海钧,1年又270天,58.14%,1年又295天
交银核心资产混合,006202,0.86亿元（2020-09-30）,10.66%,22.32%,18.07%,60.18%,--,102.30%,陈俊华,1年又358天,102.30%,5年又52天
永赢科技驱动C,008920,0.48亿元（2020-09-30）,2.70%,13.64%,5.79%,--,--,28.28%,李永兴,327天,28.28%,6年又114天
前海开源沪港深价值精选混合,001874,7.35亿元（2020-09-30）,24.67%,36.47%,37.01%,72.16%,130.13%,183.62%,曲扬,23天,20.24%,7年又58天
华安成长创新混合,007460,10.40亿元（2020-09-30）,1.96%,10.79%,6.21%,23.41%,--,72.44%,胡宜斌,1年又198天,72.44%,5年又47天
嘉实瑞成两年持有期混合A,009138,12.49亿元（2020-09-30）,12.28%,26.23%,32.67%,--,--,52.62%,张金涛,241天,52.62%,4年又229天
中科沃土转型升级混合,005281,0.18亿元（2020-09-30）,8.53%,11.50%,4.32%,45.01%,--,35.69%,孟禄程/徐力,1年又52天,52.79%,1年又64天/1年又157天
民生加银创新成长混合,006072,4.33亿元（2020-09-30）,13.66%,20.75%,27.43%,87.33%,--,138.11%,王晓岩/孙伟,1年又65天,91.61%,1年又65天/6年又189天
中欧恒利三年定期开放混合,166024,73.17亿元（2020-09-30）,-4.52%,1.18%,2.11%,6.06%,8.33%,11.11%,沈悦/曹名长,163天,1.14%,243天/14年又22天
中欧新动力混合(LOF)A,166009,8.83亿元（2020-09-30）,7.20%,18.18%,28.50%,65.79%,109.65%,497.20%,许文星/王健,2年又114天,150.30%,2年又270天/9年又284天
嘉实价值发现三个月定开混合,010190,10.10亿元（2020-09-21）,10.62%,25.74%,--,--,--,25.75%,谭丽,111天,25.75%,3年又275天
华宝生态中国混合,000612,4.45亿元（2020-09-30）,-1.87%,10.28%,13.41%,43.81%,60.06%,260.51%,夏林锋,2年又193天,86.87%,6年又82天
华宝收益增长混合,240008,8.32亿元（2020-09-30）,16.98%,30.74%,44.16%,67.37%,57.03%,795.89%,毛文博,1年又182天,85.94%,5年又278天
中欧远见两年定开混合A,166025,43.99亿元（2020-09-30）,16.21%,29.32%,27.09%,62.42%,--,105.26%,成雨轩/周应波,1年又224天,108.50%,1年又224天/5年又70天
前海开源新兴产业混合,008381,0.79亿元（2020-09-30）,23.69%,33.22%,43.29%,--,--,75.98%,刘小明/史程,263天,76.02%,1年又37天/4年又258天
景顺长城价值稳进定开混合,008850,16.02亿元（2020-09-30）,2.69%,4.73%,--,--,--,6.27%,鲍无可,163天,6.27%,6年又199天
中欧价值发现混合A,166005,25.97亿元（2020-09-30）,-5.38%,2.61%,5.84%,12.95%,17.40%,238.22%,沈悦/蓝小康/曹名长,243天,20.15%,243天/3年又245天/14年又22天
富国兴泉回报12个月持有期混合A,009782,14.26亿元（2020-08-20）,5.17%,8.68%,--,--,--,5.56%,易智泉,143天,5.56%,3年又86天
浙商聚潮产业成长混合,688888,3.32亿元（2020-09-30）,6.90%,24.15%,26.59%,54.43%,57.82%,141.58%,贾腾,1年又319天,83.70%,1年又324天
中欧远见两年定开混合C,007101,0.71亿元（2020-09-30）,16.15%,29.10%,26.70%,61.45%,--,103.17%,成雨轩/周应波,1年又224天,106.50%,1年又224天/5年又70天
富国兴泉回报12个月持有期混合C,009783,9.57亿元（2020-08-20）,5.13%,8.53%,--,--,--,5.36%,易智泉,143天,5.36%,3年又86天
安信价值驱动三年持有混合,008477,2.02亿元（2020-09-30）,-2.42%,6.41%,14.06%,--,--,41.00%,袁玮,361天,41.00%,4年又275天
前海联合国民健康混合C,007111,0.19亿元（2020-09-30）,15.22%,18.43%,29.40%,99.03%,--,129.49%,林材,1年又295天,129.49%,7年又9天
财通资管价值成长混合,005680,7.52亿元（2020-09-30）,7.18%,16.09%,25.52%,88.81%,--,145.24%,姜永明/于洋,1年又268天,136.71%,1年又268天/2年又177天
国寿安保新蓝筹混合,007074,5.04亿元（2020-09-30）,6.65%,12.57%,19.81%,37.52%,--,52.68%,张标/张琦,1年又227天,52.68%,2年又282天/10年又72天
民生加银新兴成长混合,006058,11.78亿元（2020-09-30）,12.16%,17.72%,25.42%,87.62%,--,166.03%,孙伟,2年又126天,166.03%,6年又189天
中欧价值智选混合E,001887,0.32亿元（2020-09-30）,2.90%,14.93%,26.27%,63.06%,121.64%,172.31%,袁维德,226天,47.67%,4年又14天
西部利得策略优选混合A,671010,2.70亿元（2020-09-30）,1.00%,10.99%,11.65%,32.09%,43.65%,31.30%,何奇,64天,5.55%,5年又10天
诺安灵活配置混合,320006,8.81亿元（2020-09-30）,22.38%,45.32%,42.00%,60.53%,42.55%,523.32%,张强,3年又306天,65.44%,3年又313天
中欧嘉和三年混合A,009210,15.05亿元（2020-09-30）,8.56%,16.37%,26.56%,--,--,39.56%,王健,227天,39.56%,9年又284天
博时创新驱动混合A,005482,0.61亿元（2020-09-30）,-4.34%,-2.62%,3.24%,31.22%,--,45.93%,韩茂华,2年又350天,45.93%,8年又3天
凯石湛混合C,006823,0.14亿元（2020-09-30）,2.64%,11.04%,12.50%,19.85%,--,43.52%,王磊,289天,29.70%,1年又229天
前海开源沪港深裕鑫A,004316,0.14亿元（2020-09-30）,7.25%,11.23%,8.74%,27.98%,60.50%,65.59%,王霞,355天,26.31%,6年又209天
嘉实科技创新混合,007343,8.70亿元（2020-09-30）,11.62%,24.09%,30.53%,85.77%,--,141.17%,张丹华/王贵重,173天,26.82%,5年又242天/1年又249天
浙商科创一个月滚动持有混合A,009353,1.62亿元（2020-09-29）,8.95%,16.86%,--,--,--,16.83%,查晓磊,103天,16.83%,5年又154天
广发资管消费精选灵活配置混合,870017,5.38亿元（2020-09-30）,10.04%,25.56%,25.65%,48.64%,--,50.45%,林鲁东,1年又60天,50.45%,1年又60天
博时沪港深价值优选A,004091,0.64亿元（2020-09-30）,14.13%,21.93%,21.73%,28.88%,28.32%,64.91%,杨涛,2年又203天,35.61%,3年又43天
西部利得策略优选混合C,011060,--亿元（--）,--,--,--,--,--,6.49%,何奇,16天,6.49%,5年又10天
前海开源沪港深裕鑫C,004317,0.47亿元（2020-09-30）,7.24%,11.20%,8.69%,27.85%,60.00%,64.75%,王霞,355天,26.19%,6年又209天
易方达中盘成长混合,005875,30.64亿元（2020-09-30）,15.53%,30.74%,38.99%,88.84%,--,204.38%,冯波,2年又191天,204.38%,11年又13天
富国民裕进取沪港深成长,007139,0.32亿元（2020-09-30）,17.42%,26.53%,34.37%,79.04%,--,106.77%,赵年珅/张峰,132天,27.36%,132天/9年又276天
中欧新动力混合(LOF)E,001883,0.15亿元（2020-09-30）,7.20%,18.17%,28.50%,65.79%,109.35%,189.39%,许文星/王健,2年又114天,150.18%,2年又270天/9年又284天
金鹰中小盘精选混合,162102,4.11亿元（2020-09-30）,-1.58%,-3.32%,-11.43%,22.26%,44.58%,582.94%,陈颖,10天,-0.89%,5年又215天
惠升惠新混合A,008061,0.18亿元（2020-09-30）,5.99%,12.62%,37.55%,--,--,48.17%,孙庆,326天,48.17%,1年又74天
景顺长城价值边际灵活配置混合,008060,14.36亿元（2020-08-31）,3.16%,5.33%,--,--,--,5.46%,鲍无可,132天,5.46%,6年又199天
前海联合国民健康混合A,003581,0.92亿元（2020-09-30）,15.26%,18.51%,29.66%,101.15%,111.44%,127.30%,林材,4年又13天,127.30%,7年又9天
中欧价值智选混合A,166019,2.96亿元（2020-09-30）,2.90%,14.93%,26.27%,63.08%,120.58%,346.33%,袁维德,226天,47.67%,4年又14天
国联安精选混合,257020,13.35亿元（2020-09-30）,6.55%,14.01%,10.91%,59.50%,52.61%,1192.19%,魏东,5年又12天,72.34%,16年又115天
财通资管价值发现混合,008276,4.84亿元（2020-09-30）,7.86%,16.95%,24.71%,--,--,67.67%,姜永明,293天,67.67%,1年又268天
国联安优势混合,257030,5.27亿元（2020-09-30）,8.37%,25.53%,38.29%,65.18%,77.97%,348.29%,刘斌,5年又259天,116.84%,7年又33天
泰信行业精选混合A,290012,0.94亿元（2020-09-30）,0.00%,-3.54%,-4.93%,18.60%,49.26%,125.09%,董山青,8年又325天,125.09%,8年又325天
安信优势增长混合A,001287,2.16亿元（2020-09-30）,11.36%,25.62%,32.23%,67.32%,106.44%,223.51%,聂世林,4年又182天,200.66%,4年又328天
中欧嘉和三年混合C,009211,2.18亿元（2020-09-30）,8.52%,16.24%,26.31%,--,--,39.22%,王健,227天,39.22%,9年又284天
华商盛世成长混合,630002,21.80亿元（2020-09-30）,10.72%,28.55%,21.52%,45.43%,68.43%,542.60%,周海栋,1年又295天,63.59%,6年又252天
浙商科创一个月滚动持有混合C,009354,0.72亿元（2020-09-29）,8.93%,16.78%,--,--,--,16.75%,查晓磊,103天,16.75%,5年又154天
华泰柏瑞新金融地产混合,005576,0.63亿元（2020-09-30）,-4.75%,0.66%,-12.13%,-6.33%,--,4.01%,杨景涵,2年又309天,4.01%,5年又259天
惠升惠新混合C,008062,0.34亿元（2020-09-30）,5.95%,12.54%,37.34%,--,--,47.83%,孙庆,326天,47.83%,1年又74天
招商丰韵混合C,006365,2.63亿元（2020-09-30）,19.21%,24.59%,40.23%,84.86%,--,140.34%,付斌,1年又298天,140.34%,5年又363天
博时创新驱动混合C,005483,0.10亿元（2020-09-30）,-4.41%,-2.84%,2.81%,30.15%,--,42.50%,韩茂华,2年又350天,42.50%,8年又3天
华宝大健康混合,006881,1.46亿元（2020-09-30）,15.04%,17.93%,14.74%,86.98%,--,123.85%,光磊,1年又288天,123.85%,5年又278天
泰达宏利创益混合A,001418,3.57亿元（2020-09-30）,1.58%,3.47%,4.21%,13.87%,41.26%,60.90%,傅浩,3年又129天,44.18%,3年又311天
景顺长城价值领航混合,009098,20.77亿元（2020-09-30）,2.98%,5.80%,9.65%,--,--,24.70%,鲍无可,293天,24.70%,6年又199天
光大阳光价值30个月混合A,860007,1.09亿元（2020-09-30）,12.76%,24.62%,27.16%,--,--,59.42%,王海涛,268天,59.42%,1年又21天
中欧潜力价值灵活配置混合C,005764,1.53亿元（2020-09-30）,-5.80%,0.53%,5.02%,14.14%,--,20.43%,沈悦/袁维德/曹名长,243天,21.79%,243天/4年又14天/14年又22天
广发核心精选混合,270008,9.11亿元（2020-09-30）,8.89%,20.39%,33.51%,62.60%,53.65%,493.79%,程琨,335天,68.78%,7年又341天
国联安稳健混合,255010,1.93亿元（2020-09-30）,8.16%,20.03%,31.21%,52.20%,65.27%,801.54%,刘斌,7年又3天,251.64%,7年又33天
光大阳光价值30个月混合B,860027,2.64亿元（2020-09-30）,12.78%,24.69%,27.29%,--,--,58.06%,王海涛,268天,58.06%,1年又21天
金鹰转型动力混合,004044,2.73亿元（2020-09-30）,3.11%,5.45%,-11.88%,29.90%,19.71%,20.94%,王喆,3年又56天,20.94%,5年又362天
安信鑫发优选混合,000433,0.15亿元（2020-09-30）,8.07%,21.54%,17.72%,34.68%,38.32%,79.40%,王博/袁玮,1年又8天,33.18%,1年又8天/4年又275天
泰信行业精选混合C,002583,0.00亿元（2019-09-30）,0.00%,-3.54%,-4.93%,18.60%,45.59%,44.80%,董山青,4年又251天,44.80%,8年又325天
广发逆向策略混合,000747,1.08亿元（2020-09-30）,7.13%,16.79%,27.40%,57.82%,85.99%,219.90%,程琨,6年又130天,219.90%,7年又341天
中欧价值智选混合C,004235,0.20亿元（2020-09-30）,2.83%,14.68%,25.76%,61.77%,115.23%,109.33%,袁维德,226天,46.95%,4年又14天
华宝价值发现混合,005445,1.34亿元（2020-09-30）,1.77%,10.83%,7.94%,28.23%,--,48.00%,蔡目荣,2年又352天,48.00%,8年又144天
国寿安保高股息混合C,009501,0.01亿元（2020-09-27）,-1.26%,0.59%,--,--,--,0.60%,黎晓晖/张琦,105天,0.60%,2年又63天/10年又72天
招商丰韵混合A,006364,2.52亿元（2020-09-30）,19.29%,24.84%,40.77%,86.31%,--,143.80%,付斌,1年又298天,143.80%,5年又363天
凯石湛混合A,006822,0.08亿元（2020-09-30）,3.01%,11.57%,13.19%,20.93%,--,46.15%,王磊,289天,30.71%,1年又229天
嘉实丰和灵活配置混合,004355,6.16亿元（2020-09-30）,11.25%,27.92%,39.92%,70.36%,60.48%,105.51%,吴悠/谭丽,1年又8天,69.96%,1年又8天/3年又275天
嘉实价值成长混合,007895,8.82亿元（2020-09-30）,17.77%,33.44%,41.15%,70.50%,--,85.78%,洪流,1年又123天,85.78%,5年又237天
先锋聚利混合A,004833,0.01亿元（2020-09-30）,6.68%,9.04%,-5.86%,-0.69%,--,-1.46%,杨帅,185天,-7.40%,2年又273天
万家经济新动能混合C,005312,20.66亿元（2020-09-30）,1.96%,9.18%,-9.21%,54.94%,--,116.42%,黄兴亮,1年又73天,92.78%,6年又208天
九泰天富改革混合A,001305,7.34亿元（2020-09-30）,6.32%,5.17%,7.02%,41.65%,35.18%,-2.40%,孟亚强,2年又220天,46.77%,4年又218天
汇添富行业整合混合,005351,1.39亿元（2020-09-30）,14.85%,22.62%,24.88%,78.56%,--,102.36%,赵鹏程,2年又332天,102.36%,4年又168天
景顺长城中小盘混合,260115,1.66亿元（2020-09-30）,-2.79%,2.11%,5.39%,22.36%,42.27%,171.15%,李孟海,2年又345天,49.61%,5年又315天
东方红睿泽三年定开混合,501054,101.84亿元（2020-09-30）,17.03%,34.88%,41.88%,76.00%,--,106.70%,孙伟,1年又43天,90.47%,4年又355天
中融鑫价值混合C,004837,0.04亿元（2020-09-30）,0.28%,5.23%,5.81%,3.33%,--,6.43%,陈荔/吴刚,137天,7.96%,137天/3年又9天
九泰天富改革混合C,009912,0.00亿元（2020-09-30）,6.33%,5.06%,--,--,--,3.17%,孟亚强,114天,3.17%,4年又218天
长信电子信息行业量化混合,519929,2.71亿元（2020-09-30）,3.91%,7.98%,3.69%,55.70%,70.11%,43.40%,左金保,4年又168天,43.40%,5年又305天
银河量化优选混合,004250,1.45亿元（2020-09-30）,3.14%,6.83%,11.41%,39.55%,57.13%,69.23%,楼华锋,3年又259天,69.23%,5年又6天
中欧价值发现混合C,004232,4.59亿元（2020-09-30）,-5.44%,2.39%,5.41%,12.05%,15.13%,47.45%,沈悦/蓝小康/曹名长,243天,19.52%,243天/3年又245天/14年又22天
兴全新视野定开混合,001511,176.38亿元（2020-09-30）,6.74%,14.00%,13.04%,38.21%,58.10%,111.27%,董承非,5年又195天,111.27%,13年又342天
先锋聚利混合C,004834,0.05亿元（2020-09-30）,6.65%,8.97%,-5.96%,-0.92%,--,-3.08%,杨帅,185天,-7.49%,2年又273天
华安证券汇赢增利一年持有混合A,970006,0.53亿元（2020-09-30）,0.44%,0.81%,--,--,--,1.60%,樊艳/汪志健,82天,-0.04%,82天/179天
中融鑫价值混合A,004836,0.01亿元（2020-09-30）,0.33%,5.61%,6.90%,9.80%,--,13.65%,陈荔/吴刚,137天,8.50%,137天/3年又9天
前海开源沪港深智慧生活混合,001972,0.09亿元（2020-09-30）,9.07%,15.66%,10.54%,29.91%,40.16%,97.20%,谭荐丰/范洁,174天,9.74%,2年又17天/3年又128天
万家颐和灵活配置混合,519198,0.66亿元（2020-09-30）,7.86%,14.71%,18.87%,47.57%,68.96%,71.83%,章恒/束金伟,241天,40.94%,1年又321天/1年又15天
西部利得聚禾混合C,007424,1.64亿元（2020-09-23）,1.16%,8.09%,--,--,--,8.12%,何奇/刘荟/严志勇,64天,5.12%,5年又10天/5年又8天/3年又155天
安信优势增长混合C,002036,0.89亿元（2020-09-30）,11.34%,25.55%,32.09%,66.98%,105.23%,206.01%,聂世林,4年又182天,199.43%,4年又328天
前海联合泳隽混合C,007042,0.00亿元（2020-09-30）,11.77%,22.61%,31.61%,79.76%,--,124.32%,张永任/何杰,243天,56.18%,243天/2年又274天
前海联合先进制造混合A,005933,1.07亿元（2020-09-30）,11.69%,23.16%,24.52%,65.55%,--,66.06%,张永任,230天,51.68%,243天
长信稳健精选混合C,009607,1.96亿元（2020-09-30）,5.57%,10.16%,--,--,--,11.11%,刘婧/李家春,27天,5.75%,185天/11年又165天
安信中国制造2025混合,004249,0.29亿元（2020-09-30）,8.67%,18.60%,21.12%,43.15%,50.60%,88.10%,张明/陈一峰,1年又67天,53.18%,3年又251天/6年又266天
西部利得聚禾混合A,007423,0.82亿元（2020-09-23）,1.17%,8.13%,--,--,--,8.16%,何奇/刘荟/严志勇,64天,5.13%,5年又10天/5年又8天/3年又155天
国寿安保高股息混合A,009500,2.33亿元（2020-09-27）,-1.23%,0.68%,--,--,--,0.69%,黎晓晖/张琦,105天,0.69%,2年又63天/10年又72天
华安证券汇赢增利一年持有混合C,970008,1.14亿元（2020-09-30）,0.43%,0.80%,--,--,--,1.62%,樊艳/汪志健,82天,-0.05%,82天/179天
中欧潜力价值灵活配置混合A,001810,18.16亿元（2020-09-30）,-5.73%,0.77%,5.47%,15.10%,21.20%,81.07%,沈悦/袁维德/曹名长,243天,22.49%,243天/4年又14天/14年又22天
东兴量化优享混合,004696,0.07亿元（2020-09-30）,5.18%,12.19%,7.46%,29.09%,--,41.51%,张旭/李兵伟,230天,34.87%,4年又302天/4年又212天
广发行业领先混合A,270025,12.63亿元（2020-09-30）,6.91%,15.82%,28.27%,57.09%,33.16%,197.78%,程琨,335天,64.74%,7年又341天
汇添富科技创新混合C,007356,1.15亿元（2020-09-30）,13.32%,26.26%,25.36%,69.87%,--,117.18%,马翔/刘江,1年又250天,117.18%,4年又306天/5年又208天
南方信息创新混合C,007491,10.26亿元（2020-09-30）,0.98%,3.00%,-7.88%,40.48%,--,116.21%,郑晓曦/茅炜,1年又206天,116.21%,1年又206天/4年又343天
招商盛合灵活混合C,004143,0.02亿元（2020-09-30）,1.60%,6.74%,8.01%,39.74%,46.68%,49.23%,王平,2年又129天,66.85%,10年又205天
华安证券汇赢增利一年持有混合B,970007,3.87亿元（2020-09-30）,0.38%,0.59%,--,--,--,1.24%,樊艳/汪志健,82天,-0.22%,82天/179天
泰达宏利创盈混合A,001141,4.98亿元（2020-09-30）,1.99%,4.23%,5.39%,14.74%,44.19%,79.80%,傅浩,3年又129天,51.86%,3年又311天
工银精选金融地产混合C,005938,2.18亿元（2020-09-30）,5.35%,13.58%,3.13%,15.96%,--,48.74%,鄢耀/王君正,1年又274天,25.75%,7年又139天/7年又139天
九泰科新优享混合C,008442,2.07亿元（2020-08-17）,9.74%,16.04%,--,--,--,17.20%,何昕/吴祖尧,32天,9.72%,2年又143天/3年又118天
华商优势行业混合,000390,21.55亿元（2020-09-30）,13.97%,36.47%,25.74%,64.75%,124.45%,437.88%,周海栋,4年又135天,154.22%,6年又252天
中欧养老产业混合,001955,6.91亿元（2020-09-30）,-1.58%,13.94%,16.12%,43.64%,99.92%,148.50%,许文星/王健,2年又186天,125.91%,2年又270天/9年又284天
鹏华核心优势混合,006976,2.03亿元（2020-09-30）,8.72%,16.55%,16.94%,60.06%,--,109.42%,谢书英,1年又283天,109.42%,6年又268天
华富量子生命力混合,410009,0.33亿元（2020-09-30）,1.10%,5.13%,-2.67%,26.59%,16.28%,31.45%,郦彬,318天,10.37%,1年又215天
诺德消费升级混合,005674,2.35亿元（2020-09-30）,0.02%,4.88%,6.47%,39.15%,--,62.33%,胡志伟/朱红,248天,25.98%,5年又304天/6年又286天
汇添富文体娱乐混合,004424,30.01亿元（2020-09-30）,12.32%,19.99%,30.52%,86.74%,--,185.26%,杨瑨,2年又204天,185.26%,3年又351天
前海联合泳隽混合A,004693,3.46亿元（2020-09-30）,11.80%,22.74%,31.87%,80.48%,--,91.96%,张永任/何杰,243天,56.60%,243天/2年又274天
安信工业4.0灵活配置混合A,004521,0.06亿元（2020-09-30）,3.16%,7.83%,0.39%,22.60%,19.37%,27.50%,谭珏娜,174天,2.47%,3年又36天
