基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
广发沪港深新起点股票A,002121,52.00亿元（2020-09-30）,14.15%,17.27%,16.22%,40.96%,45.13%,121.18%,李耀柱,4年又32天,125.47%,5年又26天
广发沪港深新机遇股票,001764,3.47亿元（2020-09-30）,14.51%,15.54%,16.68%,65.49%,46.83%,99.22%,余昊,2年又115天,88.98%,4年又218天
汇丰晋信沪港深C,002333,0.12亿元（2020-09-30）,17.74%,30.40%,28.06%,53.11%,56.93%,106.85%,程彧,2年又133天,92.48%,4年又62天
广发沪港深新起点股票C,010024,0.00亿元（2020-09-30）,14.11%,17.14%,--,--,--,17.96%,李耀柱,110天,17.96%,5年又26天
汇丰晋信沪港深A,002332,12.54亿元（2020-09-30）,17.79%,30.57%,28.39%,53.88%,59.44%,111.98%,程彧,2年又133天,94.89%,4年又62天
工银沪港深股票C,007512,0.01亿元（2020-09-30）,10.81%,17.30%,14.46%,31.00%,--,36.33%,赵宪成/张继圣,27天,11.53%,2年又17天/2年又23天
前海开源港股通股息率50强,004098,0.49亿元（2020-09-30）,10.10%,17.56%,10.85%,5.29%,-5.59%,2.77%,董治国/王霞,171天,13.38%,171天/6年又209天
工银沪港深股票A,002387,12.55亿元（2020-09-30）,10.86%,17.50%,14.81%,31.80%,22.32%,58.64%,赵宪成/张继圣,27天,11.57%,2年又17天/2年又23天
汇丰晋信港股通精选股票,006781,1.56亿元（2020-09-30）,5.63%,14.06%,4.01%,13.59%,--,20.29%,许廷全,1天,--,1年又147天
华夏港股通精选股票LOF,160322,0.92亿元（2020-09-30）,17.15%,22.85%,26.76%,53.38%,31.76%,80.35%,黄芳/李湘杰,2年又359天,32.72%,2年又359天/6年又243天
创金合信港股通大消费精选股票A,009733,0.06亿元（2020-08-27）,8.68%,9.50%,--,--,--,5.34%,胡尧盛,136天,5.34%,3年又30天
创金合信港股通大消费精选股票C,009734,0.05亿元（2020-08-27）,8.61%,9.29%,--,--,--,5.07%,胡尧盛,136天,5.07%,3年又30天
嘉实物流产业股票A,003298,1.12亿元（2020-09-30）,1.17%,11.30%,22.80%,38.42%,65.71%,106.80%,肖觅,4年又13天,106.80%,4年又13天
国投瑞银港股通6个月定开股票,010010,10.10亿元（2020-08-27）,4.84%,5.50%,--,--,--,1.63%,刘扬,136天,1.63%,304天
鹏华文化传媒娱乐股票,001223,1.69亿元（2020-09-30）,4.81%,3.85%,2.99%,22.56%,35.81%,48.30%,贺宁,1年又234天,49.65%,1年又234天
上投摩根核心精选,005983,0.36亿元（2020-09-30）,-2.33%,6.47%,15.89%,42.34%,--,98.08%,李博,2年又43天,98.08%,6年又12天
嘉实价值精选股票,005267,18.38亿元（2020-09-30）,14.43%,35.98%,53.90%,78.55%,104.95%,119.15%,谭丽,3年又66天,119.15%,3年又275天
嘉实物流产业股票C,003299,0.57亿元（2020-09-30）,1.14%,11.19%,22.50%,37.75%,64.29%,104.70%,肖觅,4年又13天,104.70%,4年又13天
大摩品质生活精选股票,000309,3.06亿元（2020-09-30）,1.46%,12.67%,14.10%,52.63%,70.76%,233.50%,雷志勇/何晓春,1年又266天,77.11%,1年又266天/6年又305天
中欧电子信息产业沪港深股票C,005763,1.97亿元（2020-09-30）,7.53%,16.81%,7.78%,48.03%,--,121.11%,刘金辉/许文星,149天,11.93%,149天/2年又270天
中欧电子信息产业沪港深股票A,004616,4.95亿元（2020-09-30）,7.60%,17.06%,8.22%,49.22%,112.46%,132.15%,刘金辉/许文星,149天,12.30%,149天/2年又270天
银华港股通精选股票发起式,009017,0.75亿元（2020-09-30）,12.69%,19.18%,5.14%,--,--,42.36%,张萍/程桯/李晓星,284天,42.36%,2年又66天/4年又349天/5年又189天
广发港股通成长精选股票C,009897,14.03亿元（2020-09-10）,6.63%,6.74%,--,--,--,6.59%,李耀柱,122天,6.59%,5年又26天
创金合信科技成长股票A,005495,5.82亿元（2020-09-30）,8.71%,17.51%,5.72%,45.69%,101.50%,100.01%,周志敏,3年又14天,100.01%,3年又14天
景顺长城沪港深精选股票,000979,31.00亿元（2020-09-30）,4.08%,5.03%,9.70%,24.09%,28.33%,50.40%,鲍无可,1年又240天,33.10%,6年又199天
中欧品质消费股票A,005620,11.16亿元（2020-09-30）,0.57%,0.26%,4.00%,64.42%,--,136.94%,郭睿,2年又334天,136.94%,2年又334天
汇丰晋信中小盘低波动策略股票C,009775,0.34亿元（2020-08-13）,-4.25%,-4.37%,--,--,--,-5.79%,方磊,150天,-5.79%,8年又164天
国富沪港深成长精选股票,001605,32.81亿元（2020-09-30）,14.93%,26.74%,33.30%,76.72%,124.05%,170.20%,徐成,3年又82天,151.82%,5年又19天
汇丰晋信中小盘低波动策略股票A,009658,7.16亿元（2020-08-13）,-4.19%,-4.16%,--,--,--,-5.48%,方磊,150天,-5.48%,8年又164天
安信盈利驱动股票C,006819,1.65亿元（2020-09-30）,-2.39%,5.82%,14.17%,35.81%,--,64.65%,袁玮,1年又312天,64.65%,4年又275天
创金合信科技成长股票C,005496,1.16亿元（2020-09-30）,8.67%,17.35%,5.45%,44.96%,97.95%,96.47%,周志敏,3年又14天,96.47%,3年又14天
中欧消费主题股票A,002621,43.06亿元（2020-09-30）,-0.80%,-2.94%,-2.91%,51.82%,114.59%,183.90%,郭睿,2年又182天,114.91%,2年又334天
嘉实长青竞争优势股票A,007133,0.57亿元（2020-09-30）,6.01%,10.54%,10.74%,36.38%,--,53.07%,龙昌伦,1年又250天,53.07%,3年又203天
英大国企改革主题股票,001678,0.69亿元（2020-09-30）,-0.94%,6.36%,23.71%,32.22%,--,68.39%,张媛,102天,6.36%,2年又353天
嘉实沪港深精选股票,001878,27.07亿元（2020-09-30）,16.17%,30.96%,27.85%,51.34%,42.16%,159.16%,张金涛,2年又1天,116.70%,4年又229天
华宝绿色领先股票,007590,1.44亿元（2020-09-30）,-2.08%,9.58%,9.04%,33.62%,--,38.64%,夏林锋,66天,-2.50%,6年又82天
景顺长城沪港深领先科技,004476,17.87亿元（2020-09-30）,9.86%,14.75%,18.70%,58.88%,109.02%,127.20%,詹成,1年又156天,103.58%,5年又14天
中欧消费主题股票C,002697,24.89亿元（2020-09-30）,-0.84%,-3.15%,-3.32%,50.64%,112.32%,182.60%,郭睿,2年又182天,112.00%,2年又334天
安信盈利驱动股票A,006818,0.87亿元（2020-09-30）,-2.35%,5.93%,14.41%,36.36%,--,65.88%,袁玮,1年又312天,65.88%,4年又275天
广发港股通成长精选股票A,009896,80.03亿元（2020-09-10）,6.68%,6.86%,--,--,--,6.73%,李耀柱,122天,6.73%,5年又26天
中欧品质消费股票C,005621,8.51亿元（2020-09-30）,0.50%,0.04%,3.58%,63.12%,--,131.89%,郭睿,2年又334天,131.89%,2年又334天
上投摩根核心成长股票,000457,18.74亿元（2020-09-30）,-0.47%,6.82%,15.19%,42.68%,18.54%,199.61%,李博,5年又187天,96.08%,6年又12天
中银互联网+股票,001663,0.63亿元（2020-09-30）,4.03%,0.62%,-8.63%,12.45%,14.34%,29.20%,欧阳力君,1年又115天,30.64%,2年又315天
国泰医药健康股票,009805,30.78亿元（2020-08-27）,-3.50%,-1.96%,--,--,--,-5.79%,徐治彪,136天,-5.79%,5年又19天
前海开源沪港深非周期股票A,006923,0.25亿元（2020-09-30）,16.84%,29.86%,29.82%,55.65%,--,65.89%,崔宸龙/王霞,174天,31.39%,174天/6年又209天
安信新常态股票,001583,12.77亿元（2020-09-30）,-2.49%,5.05%,7.78%,19.62%,29.40%,84.01%,袁玮,2年又8天,73.07%,4年又275天
景顺长城量化港股通股票,006106,0.52亿元（2020-09-30）,4.05%,8.39%,-2.06%,-0.65%,--,0.21%,周春泉/黎海威,3天,0.96%,3天/7年又75天
嘉实长青竞争优势股票C,007134,0.04亿元（2020-09-30）,5.96%,10.38%,10.46%,35.70%,--,51.47%,龙昌伦,1年又250天,51.47%,3年又203天
前海开源外向企业股票,003492,0.08亿元（2020-09-30）,-1.11%,-1.87%,-12.07%,8.53%,4.08%,31.25%,石峰,1年又190天,21.17%,2年又170天
大成科技消费股票C,008935,19.74亿元（2020-09-30）,13.37%,14.78%,--,--,--,15.26%,魏庆国,178天,15.26%,5年又280天
广发科技动力股票,005777,55.29亿元（2020-09-30）,5.87%,9.95%,5.65%,53.83%,--,117.03%,李耀柱,2年又225天,117.03%,5年又26天
富国港股通量化精选股票型,005707,0.23亿元（2020-09-30）,9.48%,16.37%,7.18%,13.23%,--,14.74%,蔡卡尔/徐幼华,213天,20.32%,4年又5天/9年又245天
招商医药健康产业股票,000960,27.90亿元（2020-09-30）,11.95%,14.80%,23.69%,105.31%,197.38%,228.90%,李佳存,5年又347天,228.90%,5年又347天
嘉实核心优势股票发起式,005612,14.34亿元（2020-09-30）,13.49%,28.99%,34.44%,72.62%,--,101.02%,胡宇飞,1年又301天,107.77%,2年又344天
易方达金融行业股票,008283,5.63亿元（2020-09-30）,4.60%,17.27%,19.01%,--,--,31.71%,林高榜,248天,31.71%,3年又245天
长城量化精选股票,006926,0.51亿元（2020-09-30）,-2.92%,0.53%,-5.47%,18.08%,--,29.93%,雷俊,1年又227天,29.93%,4年又364天
兴全全球视野股票,340006,22.38亿元（2020-09-30）,9.82%,16.05%,14.10%,50.49%,79.70%,1058.93%,王品,3年又63天,84.37%,10年又61天
前海开源沪港深非周期股票C,006924,0.15亿元（2020-09-30）,16.81%,29.78%,29.66%,55.27%,--,65.14%,崔宸龙/王霞,174天,31.24%,174天/6年又209天
华商计算机行业量化股票,007853,3.52亿元（2020-09-30）,4.41%,5.02%,-6.61%,32.14%,--,33.43%,艾定飞,26天,6.35%,2年又46天
宝盈品牌消费股票C,006676,0.19亿元（2020-09-30）,11.40%,6.04%,1.34%,33.77%,--,49.26%,肖肖,1年又219天,49.26%,4年又4天
平安股息精选沪港深A,004403,1.56亿元（2020-09-30）,12.03%,19.05%,23.47%,44.24%,45.06%,65.82%,毛时超/成钧,195天,48.03%,246天/3年又17天
银华信息科技量化股票发起式A,005035,2.69亿元（2020-09-30）,2.31%,6.64%,-6.33%,32.39%,39.59%,26.72%,马君/李宜璇,110天,5.83%,8年又130天/3年又17天
鹏华沪深港互联网股票,004292,5.72亿元（2020-09-30）,9.80%,20.49%,15.93%,78.57%,65.82%,110.96%,王海青/聂毅翔,1年又4天,76.92%,2年又342天/3年又161天
民生加银医药健康股票,009898,8.15亿元（2020-08-28）,4.90%,4.19%,--,--,--,5.03%,高松,135天,5.03%,5年又204天
大成科技消费股票A,008934,63.13亿元（2020-09-30）,13.45%,15.03%,--,--,--,15.71%,魏庆国,178天,15.71%,5年又280天
宝盈品牌消费股票A,006675,0.28亿元（2020-09-30）,11.49%,6.28%,1.75%,34.85%,--,51.19%,肖肖,1年又219天,51.19%,4年又4天
银华信息科技量化股票发起式C,005036,0.11亿元（2020-09-30）,2.28%,6.53%,-6.51%,31.86%,39.65%,26.59%,马君/李宜璇,110天,5.71%,8年又130天/3年又17天
安信消费医药股票,000974,5.99亿元（2020-09-30）,9.44%,18.09%,16.69%,37.39%,35.12%,116.33%,陈一峰,4年又279天,126.29%,6年又266天
嘉实金融精选股票C,005663,1.53亿元（2020-09-30）,0.26%,6.88%,0.06%,9.54%,--,41.36%,李欣,2年又303天,41.36%,4年又172天
华宝多策略增长开放,240005,13.47亿元（2020-09-30）,0.26%,6.92%,6.51%,23.82%,30.68%,657.42%,蔡目荣,5年又68天,48.97%,8年又144天
鹏华优选价值股票,008134,3.93亿元（2020-09-30）,1.26%,7.89%,4.17%,16.41%,--,16.93%,伍旋,1年又25天,16.93%,9年又16天
九泰久睿量化股票,009874,19.13亿元（2020-08-14）,5.57%,2.39%,--,--,--,-4.53%,孟亚强,149天,-4.53%,4年又218天
华安物联网主题股票,001028,7.58亿元（2020-09-30）,7.28%,13.39%,6.67%,43.36%,66.37%,29.60%,翁启森,5年又301天,29.60%,10年又116天
华安大国新经济股票,000549,1.51亿元（2020-09-30）,7.12%,14.18%,7.93%,44.35%,76.06%,229.40%,翁启森,5年又200天,56.86%,10年又116天
平安股息精选沪港深C,004404,0.02亿元（2020-09-30）,11.95%,18.79%,22.98%,43.10%,41.58%,60.24%,毛时超/成钧,195天,47.41%,246天/3年又17天
诺安低碳经济股票A,001208,4.87亿元（2020-09-30）,-0.45%,8.92%,14.26%,33.16%,56.04%,77.10%,蔡宇滨,1年又354天,79.80%,3年又23天
博时量化价值股票A,005960,0.07亿元（2020-09-30）,4.87%,13.39%,8.53%,34.17%,--,44.81%,林景艺/黄瑞庆,2年又199天,44.81%,5年又237天/10年又15天
工银创新动力股票,000893,5.93亿元（2020-09-30）,0.73%,9.23%,13.74%,28.77%,11.29%,-17.20%,杨鑫鑫,1年又316天,56.52%,7年又101天
博时量化价值股票C,005961,5.08亿元（2020-09-30）,4.80%,13.14%,8.10%,33.11%,--,41.89%,林景艺/黄瑞庆,2年又199天,41.89%,5年又237天/10年又15天
德邦民裕进取量化精锐股票A,007614,0.21亿元（2020-09-30）,-0.27%,0.68%,-2.40%,25.55%,--,35.24%,王本昌,1年又129天,35.24%,6年又326天
红土创新医疗保健股票,010434,0.10亿元（2020-10-20）,-1.67%,--,--,--,--,-1.66%,盖俊龙,82天,-1.66%,5年又236天
德邦民裕进取量化精锐股票C,007615,0.15亿元（2020-09-30）,-0.31%,0.52%,-2.68%,24.79%,--,34.15%,王本昌,1年又129天,34.15%,6年又326天
嘉实金融精选股票A,005662,7.24亿元（2020-09-30）,0.30%,7.02%,0.31%,10.10%,--,43.40%,李欣,2年又303天,43.40%,4年又172天
诺安高端制造股票,001707,0.98亿元（2020-09-30）,11.45%,34.20%,36.13%,45.56%,74.67%,70.30%,童宇,10天,7.72%,10天
安信价值精选股票,000577,36.94亿元（2020-09-30）,15.41%,26.87%,29.16%,62.68%,73.89%,422.70%,陈一峰,6年又266天,422.70%,6年又266天
信达澳银先进智造股票型,006257,14.09亿元（2020-09-30）,6.89%,14.80%,10.55%,61.96%,--,135.63%,冯明远,1年又359天,135.63%,4年又84天
工银产业升级股票A,007674,0.64亿元（2020-09-30）,10.41%,22.11%,8.25%,42.68%,--,42.68%,陈小鹭,10天,7.53%,4年又111天
工银国家战略股票,001719,1.53亿元（2020-09-30）,12.32%,27.70%,14.79%,53.55%,84.99%,103.30%,陈小鹭,1年又150天,89.29%,4年又111天
诺安低碳经济股票C,010349,--亿元（--）,-0.56%,--,--,--,--,5.17%,蔡宇滨,74天,5.17%,3年又23天
前海开源股息率100强股票,000916,2.63亿元（2020-09-30）,2.86%,12.02%,17.51%,29.73%,30.25%,104.57%,丁尧,123天,10.15%,128天
工银产业升级股票C,007675,0.21亿元（2020-09-30）,10.34%,21.85%,7.82%,41.53%,--,41.50%,陈小鹭,10天,7.51%,4年又111天
朱雀企业优选C,010142,3.22亿元（2020-09-23）,19.94%,27.25%,--,--,--,27.57%,黄昊/梁跃军,73天,25.85%,73天/221天
朱雀企业优选A,010141,15.33亿元（2020-09-23）,20.03%,27.53%,--,--,--,27.87%,黄昊/梁跃军,73天,26.04%,73天/221天
工银新蓝筹股票,001651,3.10亿元（2020-09-30）,8.95%,23.00%,36.49%,72.42%,90.54%,173.80%,王筱苓,5年又159天,173.80%,10年又141天
诺安策略精选股票,320020,0.80亿元（2020-09-30）,-1.67%,6.93%,8.99%,25.49%,67.93%,138.65%,蔡宇滨,1年又354天,62.53%,3年又23天
前海开源强势共识100强股票,001849,0.18亿元（2020-09-30）,4.49%,10.22%,12.06%,43.79%,66.38%,74.70%,谢屹,5年又33天,74.70%,5年又187天
易方达医药生物股票C,010388,4.20亿元（2020-11-04）,4.51%,--,--,--,--,4.82%,杨桢霄,67天,4.82%,4年又144天
朱雀企业优胜C,008295,0.28亿元（2020-09-30）,20.86%,32.90%,51.75%,--,--,67.80%,梁跃军,195天,57.38%,221天
国联安价值优选股票,006138,0.25亿元（2020-09-30）,0.55%,7.25%,12.36%,39.84%,--,92.66%,邹新进,2年又113天,92.66%,10年又313天
朱雀企业优胜A,008294,13.56亿元（2020-09-30）,20.94%,33.19%,52.36%,--,--,68.50%,梁跃军,195天,58.02%,221天
信达澳银新能源产业股票,001410,124.72亿元（2020-09-30）,7.60%,15.05%,10.02%,59.61%,159.07%,303.37%,冯明远,4年又76天,264.39%,4年又84天
景顺长城量化精选股票,000978,6.54亿元（2020-09-30）,2.86%,5.41%,7.26%,27.31%,10.30%,72.51%,黎海威,5年又342天,72.51%,7年又75天
创金合信医疗保健股票A,003230,8.60亿元（2020-09-30）,9.75%,10.47%,9.59%,93.30%,169.72%,194.81%,皮劲松,2年又72天,204.56%,2年又72天
创金合信医疗保健股票C,003231,8.02亿元（2020-09-30）,9.68%,10.26%,9.21%,91.94%,166.57%,175.10%,皮劲松,2年又72天,201.19%,2年又72天
宝盈龙头优选股票A,008303,1.67亿元（2020-09-30）,13.57%,9.91%,3.44%,--,--,24.58%,杨思亮/肖肖,4天,0.12%,2年又314天/4年又4天
广发电子信息传媒股票C,010236,0.00亿元（2020-09-30）,4.71%,6.31%,--,--,--,8.68%,冯骋/观富钦,108天,8.68%,156天/2年又332天
广发电子信息传媒股票A,005310,3.61亿元（2020-09-30）,4.74%,6.35%,0.03%,53.56%,82.12%,81.59%,冯骋/观富钦,156天,0.16%,156天/2年又332天
汇丰晋信大盘股票A,540006,28.58亿元（2020-09-30）,12.84%,23.25%,26.99%,46.95%,68.97%,504.12%,黄立华/严瑾,183天,25.83%,2年又138天/2年又132天
宝盈龙头优选股票C,008304,0.80亿元（2020-09-30）,13.51%,9.67%,3.01%,--,--,23.79%,杨思亮/肖肖,4天,0.11%,2年又314天/4年又4天
银华中小市值量化优选A,005515,0.12亿元（2020-09-30）,-1.84%,-0.99%,-2.18%,13.66%,--,8.47%,马君,1年又334天,36.35%,8年又130天
华夏智胜价值成长C,002872,0.11亿元（2020-09-30）,-0.18%,0.91%,1.56%,21.44%,14.69%,14.69%,孙蒙,298天,28.49%,299天
银华中小市值量化优选C,005516,0.01亿元（2020-09-30）,-1.87%,-1.10%,-2.36%,13.24%,--,10.83%,马君,1年又334天,38.21%,8年又130天
易方达医药生物股票A,010387,44.42亿元（2020-11-04）,4.55%,--,--,--,--,4.89%,杨桢霄,67天,4.89%,4年又144天
汇丰晋信科技先锋股票,540010,16.73亿元（2020-09-30）,5.93%,5.18%,-4.89%,46.01%,74.29%,244.08%,陈平,5年又171天,40.13%,5年又171天
华夏智胜价值成长A,002871,4.46亿元（2020-09-30）,-0.16%,0.97%,1.69%,21.73%,11.16%,14.99%,孙蒙,298天,28.74%,299天
德邦量化优选股票(LOF)C,167703,0.78亿元（2020-09-30）,4.47%,8.99%,8.33%,37.66%,54.90%,89.22%,王本昌,3年又293天,89.22%,6年又326天
宝盈创新驱动股票C,009492,7.96亿元（2020-08-10）,11.62%,16.00%,--,--,--,15.52%,张仲维,153天,15.52%,5年又150天
德邦量化优选股票(LOF)A,167702,0.14亿元（2020-09-30）,4.49%,9.06%,8.46%,38.03%,56.47%,92.52%,王本昌,3年又293天,92.52%,6年又326天
宝盈创新驱动股票A,009491,50.26亿元（2020-08-10）,11.67%,16.15%,--,--,--,15.76%,张仲维,153天,15.76%,5年又150天
大摩进取优选股票,000594,0.52亿元（2020-09-30）,11.74%,35.38%,47.77%,60.77%,82.03%,218.00%,朱睿,240天,71.52%,1年又266天
华宝制造股票,000866,3.22亿元（2020-09-30）,7.87%,19.75%,27.13%,68.47%,71.75%,120.70%,贺喆,2年又140天,114.27%,2年又193天
国泰大健康股票,001645,22.69亿元（2020-09-30）,-0.31%,-3.19%,4.54%,50.23%,116.31%,237.87%,徐治彪,3年又73天,100.64%,5年又19天
易方达信息行业精选股票,010013,106.03亿元（2020-08-24）,6.39%,8.21%,--,--,--,7.86%,郑希,139天,7.86%,8年又106天
国寿安保智慧生活股票,001672,3.14亿元（2020-09-30）,4.25%,12.44%,25.45%,53.33%,54.57%,115.29%,张琦,3年又77天,56.13%,10年又72天
工银战略转型股票,000991,26.14亿元（2020-09-30）,1.45%,13.65%,38.74%,94.86%,143.31%,207.30%,杜洋,3年又20天,146.63%,5年又330天
华商电子行业量化股票,007685,3.82亿元（2020-09-30）,6.85%,16.23%,7.24%,55.26%,--,75.74%,艾定飞,26天,9.28%,2年又46天
银华沪港深增长股票,001703,2.06亿元（2020-09-30）,15.91%,27.92%,35.85%,73.87%,97.03%,210.06%,周晶/周大鹏,1年又176天,98.91%,7年又37天/9年又109天
德邦量化新锐股票C,167706,0.14亿元（2020-09-30）,0.95%,4.19%,2.34%,25.91%,--,32.12%,王本昌,2年又282天,32.12%,6年又326天
德邦量化新锐股票A,167705,0.24亿元（2020-09-30）,0.96%,4.25%,2.46%,26.22%,--,33.07%,王本昌,2年又282天,33.07%,6年又326天
嘉实基础产业优选股票A,009126,2.99亿元（2020-09-30）,2.93%,13.75%,15.23%,--,--,26.30%,肖觅,270天,26.30%,4年又13天
嘉实基础产业优选股票C,009127,0.10亿元（2020-09-30）,2.88%,13.60%,14.93%,--,--,25.84%,肖觅,270天,25.84%,4年又13天
广发多元新兴股票,003745,84.46亿元（2020-09-30）,16.08%,19.45%,10.59%,72.93%,144.09%,171.70%,唐晓斌/刘格菘,314天,31.82%,6年又19天/6年又272天
银河龙头股票,008709,3.80亿元（2020-08-06）,6.45%,6.31%,--,--,--,4.80%,陈伯祯/祝建辉,157天,4.80%,2年又199天/5年又15天
汇添富沪港深新价值股票,001685,4.53亿元（2020-09-30）,13.79%,17.37%,17.45%,48.19%,21.99%,64.20%,杨威风,1年又358天,66.36%,2年又10天
华润元大成长精选A,004891,0.55亿元（2020-09-30）,2.01%,4.94%,2.27%,--,--,16.49%,李武群/刘宏毅,277天,15.33%,4年又266天/2年又358天
华润元大成长精选C,004892,0.35亿元（2020-09-30）,2.00%,4.87%,2.15%,--,--,16.26%,李武群/刘宏毅,277天,15.11%,4年又266天/2年又358天
长信量化中小盘股票,519975,5.56亿元（2020-09-30）,-0.71%,-0.63%,2.61%,41.78%,30.06%,72.83%,左金保,5年又305天,68.13%,5年又305天
嘉实腾讯自选股大数据策略股票,001637,2.21亿元（2020-09-30）,5.42%,7.58%,8.15%,36.77%,42.25%,63.30%,龙昌伦/刘斌,3年又203天,59.47%,3年又203天/10年又222天
国泰消费优选股票,005970,0.96亿元（2020-09-30）,3.42%,7.29%,23.79%,51.70%,--,91.22%,李海/彭凌志,1年又149天,76.52%,4年又217天/5年又42天
招商核心优选股票C,008076,1.23亿元（2020-09-30）,17.31%,21.08%,30.77%,59.43%,--,59.94%,付斌,1年又25天,59.94%,5年又363天
招商核心优选股票A,008075,14.17亿元（2020-09-30）,17.39%,21.35%,31.29%,60.73%,--,61.31%,付斌,1年又25天,61.31%,5年又363天
嘉实新消费股票,001044,15.68亿元（2020-09-30）,5.54%,14.11%,26.59%,66.95%,86.69%,169.39%,谭丽,3年又275天,154.87%,3年又275天
嘉合同顺智选股票A,009106,0.01亿元（2020-09-30）,13.17%,22.04%,16.01%,--,--,15.91%,杨彦喆/李国林,233天,15.91%,1年又211天/1年又361天
嘉合同顺智选股票C,009107,0.11亿元（2020-09-30）,13.12%,21.87%,15.65%,--,--,15.46%,杨彦喆/李国林,233天,15.46%,1年又211天/1年又361天
国富中小盘股票,450009,31.49亿元（2020-09-30）,7.59%,18.19%,27.61%,58.50%,91.79%,368.88%,赵晓东,10年又51天,368.88%,11年又132天
国寿安保成长优选股票,001521,4.95亿元（2020-09-30）,1.91%,8.18%,13.05%,34.44%,34.12%,81.51%,张标/张琦,2年又282天,47.45%,2年又282天/10年又72天
易方达均衡成长股票,009341,190.29亿元（2020-09-30）,14.88%,23.06%,19.24%,--,--,27.37%,陈皓,233天,27.37%,8年又106天
富国互联科技股票C,011126,--亿元（--）,--,--,--,--,--,6.08%,许炎,11天,6.08%,4年又140天
富国互联科技股票A,006751,66.14亿元（2020-09-30）,10.41%,16.68%,7.73%,84.04%,--,171.74%,许炎,1年又291天,171.74%,4年又140天
长城量化小盘股票,007903,4.37亿元（2020-09-30）,-0.07%,-2.92%,1.74%,--,--,19.21%,雷俊,1年又1天,19.21%,4年又364天
宝盈发展新动能股票A,010128,5.42亿元（2020-09-27）,13.04%,14.63%,--,--,--,14.63%,张仲维,105天,14.63%,5年又150天
富国文体健康股票A,001186,13.41亿元（2020-09-30）,5.27%,13.61%,32.73%,81.02%,117.67%,127.90%,林庆,5年又251天,127.90%,5年又251天
九泰天辰量化新动力,008230,1.19亿元（2020-09-30）,0.42%,0.32%,4.45%,--,--,32.50%,李响/孟亚强,223天,27.23%,1年又17天/4年又218天
湘财长源股票型A,008128,0.61亿元（2020-09-30）,3.06%,14.67%,17.68%,52.19%,--,52.17%,徐亦达,206天,37.71%,242天
湘财长源股票型C,008129,1.10亿元（2020-09-30）,3.01%,14.51%,17.28%,50.93%,--,50.89%,徐亦达,206天,37.18%,242天
九泰久远量化驱动A,009039,0.56亿元（2020-09-30）,0.21%,0.91%,1.68%,--,--,22.52%,李响/孟亚强,223天,20.48%,1年又17天/4年又218天
九泰久信量化股票,009043,3.08亿元（2020-09-30）,2.28%,3.87%,11.87%,--,--,23.28%,孟亚强,235天,23.28%,4年又218天
宝盈发展新动能股票C,010129,0.49亿元（2020-09-27）,12.99%,14.47%,--,--,--,14.47%,张仲维,105天,14.47%,5年又150天
汇丰晋信大盘波动股票C,002335,0.02亿元（2020-09-30）,3.73%,7.97%,4.49%,9.90%,8.01%,48.39%,方磊,4年又306天,48.39%,8年又164天
合煦智远消费主题股票发起式C,007288,0.04亿元（2020-09-30）,2.58%,13.21%,16.67%,28.28%,--,37.31%,程卉超,1年又192天,37.31%,1年又192天
华夏科技成长股票,006868,18.82亿元（2020-09-30）,12.55%,17.37%,12.58%,74.50%,--,105.07%,张帆,1年又312天,105.07%,4年又5天
合煦智远消费主题股票发起式A,007287,0.21亿元（2020-09-30）,2.61%,13.36%,16.96%,28.93%,--,38.53%,程卉超,1年又192天,38.53%,1年又192天
汇丰晋信大盘波动股票A,002334,0.21亿元（2020-09-30）,3.78%,8.12%,4.75%,10.46%,9.66%,51.83%,方磊,4年又306天,51.83%,8年又164天
农银信息传媒股票,001319,7.97亿元（2020-09-30）,6.62%,11.84%,4.47%,43.40%,63.85%,32.93%,韩林,2年又248天,77.69%,4年又252天
九泰久远量化驱动C,009040,0.52亿元（2020-09-30）,0.14%,0.69%,1.27%,--,--,21.82%,李响/孟亚强,223天,19.90%,1年又17天/4年又218天
富国文体健康股票C,011125,--亿元（--）,--,--,--,--,--,4.97%,林庆,13天,4.97%,5年又251天
光大国企改革股票,001047,9.34亿元（2020-09-30）,9.81%,14.80%,16.96%,59.12%,64.92%,117.20%,林晓凤,65天,11.73%,2年又77天
创金合信ESG责任投资股票C,011150,0.05亿元（2020-12-30）,--,--,--,--,--,3.23%,李龑,11天,3.23%,2年又92天
创金合信ESG责任投资股票A,011149,0.05亿元（2020-12-30）,--,--,--,--,--,3.24%,李龑,11天,3.24%,2年又92天
前海开源优势蓝筹股票A,001162,1.63亿元（2020-09-30）,9.04%,19.49%,17.31%,41.45%,51.91%,87.00%,丁尧/肖立强,3天,-0.16%,128天/2年又87天
万家消费成长,519193,15.88亿元（2020-09-30）,7.31%,19.48%,15.75%,52.05%,121.10%,172.09%,孙远慧/莫海波/高源,1年又294天,89.10%,4年又294天/5年又251天/5年又66天
前海开源优势蓝筹股票C,001638,0.12亿元（2020-09-30）,9.05%,19.48%,17.22%,41.31%,51.44%,104.90%,丁尧/肖立强,3天,-0.15%,128天/2年又87天
银华医疗健康量化优选A,005237,0.30亿元（2020-09-30）,10.38%,14.58%,15.68%,73.44%,90.59%,96.75%,马君,1年又334天,139.76%,8年又130天
